Source,Target,Title,Year,Rhetorics,
BasePaper,BasePaper,An index to quantify an individual's scientific research output,2012,--,--
BasePaper,2016_55_1,Evaluating research and patenting performance using elites: A preliminary classification scheme,2016,neutral,neutral
BasePaper,2016_11_6,A dynamic network model to explain the development of excellent human performance,2016,Weak,negative
BasePaper,2016_56_2,A Visual Citation Search Engine,2016,Puse,positive
BasePaper,2016_60_9,"Scholarly Publishing's Evolving Landscape: Impact Metrics, Electronic-Only Journals, and Open Access in Journalism and Communication Research",2016,Puse,neutral
BasePaper,2016_13_5,Measuring the impact of research: lessons from the UK's Research Excellence Framework 2014,2016,Puse,negative
BasePaper,2016_51_4,"Studies in the Dynamics of Science: Exploring emergence, classification, and interdisciplinarity",2016,Puse,positive
BasePaper,2016_6_1,Highly cited articles in the Information Science and Library Science category in Social Science Citation Index: A bibliometric analysis,2016,Puse,positive
BasePaper,2016_72_8,Research performance of tenured professors in Portuguese civil engineering departments,2016,Puse,positive
BasePaper,2016_19_2,Citation count prediction as a link prediction problem,2016,Puse,negative
BasePaper,2016_8_4,Change of perspective: bibliometrics from the point of view of cited references—a literature overview on approaches to the evaluation of cited references in  …,2016,Puse,positive
BasePaper,2016_54_4,The assessment of productivity in biomedical research,2016,Puse,positive
BasePaper,2016_20_7,Citation block determination using textual coherence,2016,Puse,neutral
BasePaper,2016_7_5,A bibliometric analysis of literature on malaria vector resistance:(1996–2015),2016,Puse,positive
BasePaper,2016_5_5,Assessing worldwide research activity on probiotics in pediatrics using Scopus database: 1994–2014,2016,Puse,positive
BasePaper,2016_8_1,A bibliometric and network analysis of the field of computational linguistics,2016,Puse,neutral
BasePaper,2016_60_3,A simple impact index for scientific innovation and recognition,2016,Puse,positive
BasePaper,2016_60_4,Peer-review process in journals dealing with chemistry and related subjects published in Serbia,2016,Puse,positive
BasePaper,2016_2_6,CiteRivers: Visual analytics of citation patterns,2016,Puse,positive
BasePaper,2016_44_10,Research Output and Sustainable Development: Webometric Analysis of Scopus Indexed Publications 2008-2014,2016,Puse,positive
BasePaper,2016_36_1,A bibliometric analysis for the research on river water quality assessment and simulation during 2000–2014,2016,Puse,neutral
BasePaper,2016_54_3,Outsourcing library functions: a bibliometric study in SSCI,2016,Puse,positive
BasePaper,2016_9_2,Publication productivity and experience: factors associated with academic rank among orthopaedic surgery faculty in the United States,2016,Puse,positive
BasePaper,2016_11_9,Has contemporary academia outgrown the Carl Sagan effect?,2016,Puse,positive
BasePaper,2016_19_10,Are your spectroscopic data being used?,2016,Puse,positive
BasePaper,2016_7_9,"Investigating the interplay between fundamentals of national research systems: performance, investments and international collaborations",2016,Puse,neutral
BasePaper,2016_58_9,Comparison of Impact Factors of Journals and H Index of Faculty Members of Different Medical Specialties in Loghman Hakim General Hospital,2016,Puse,positive
BasePaper,2016_3_3,Worldwide research productivity on tramadol: a bibliometric analysis,2016,Puse,positive
BasePaper,2016_27_8,Citation analysis of scholarly publications of Universities of Karnataka: a study based on Web of Science,2016,Puse,positive
BasePaper,2016_44_8,The Evaluation of Individual Authors by Journal-Specific Metrics Would Not Yield Realistic Results.,2016,Puse,neutral
BasePaper,2016_45_1,The lived experiences and critical success factors of scientific leaders transitioned from a technical position at an American research laboratory,2016,Puse,positive
BasePaper,2016_47_5,Research metrics: What about weighted citations?,2016,Puse,negative
BasePaper,2016_43_6,"Educational expertise, advocacy, and media influence",2016,Puse,positive
BasePaper,2016_57_1,Bibliometrics and information retrieval: Creating knowledge through research synergies,2016,Puse,positive
BasePaper,2016_2_1,Application of the h-index in academic plastic surgery,2016,Puse,positive
BasePaper,2016_55_3,$ C^ 3$-index: A PageRank based multi-faceted metric for authors' performance measurement,2016,Puse,positive
BasePaper,2016_17_2,Two citation-based indicators to measure latent referential value of papers,2016,Puse,negative
BasePaper,2016_47_1,A bibliometric analysis of research productivity of emergency medicine researchers in South Korea,2016,Puse,positive
BasePaper,2016_17_1,IJBM,2016,Puse,positive
BasePaper,2016_48_10,A theoretical model of scientific impact based on citations,2016,Puse,neutral
BasePaper,2016_18_3,A shifting tide: Recommendations for incorporating science communication into graduate training,2016,Puse,positive
BasePaper,2016_31_10,Is this conference a top-tier? ConfAssist: An assistive conflict resolution framework for conference categorization,2016,Puse,negative
BasePaper,2016_40_2,The Analysis of Processes of New Knowledge Production in Key World Regions and Russia,2016,Puse,neutral
BasePaper,2016_9_10,A citation analysis of business ethics research: a global perspective,2016,Puse,neutral
BasePaper,2016_6_5,Comparison of the h?Index Scores Among Pathogens Identified as Emerging Hazards in North America,2016,Puse,positive
BasePaper,2016_40_6,"Cloud-Based Big Data Management and Analytics for Scholarly Resources: Current Trends, Challenges and Scope for Future Research",2016,Puse,positive
BasePaper,2016_38_5,Social Network Service for Scientists Difficulties Facing E-Publishing over Cloud Computing,2016,Puse,neutral
BasePaper,2016_10_5,Do Plastic Surgery Programs with Integrated Residencies or Subspecialty Fellowships Have Increased Academic Productivity?,2016,Puse,positive
BasePaper,2016_12_6,Extracting information from multiplex networks,2016,Puse,positive
BasePaper,2016_57_5,A New Method for Evaluating Author's Scientific Impact by using an Eigenfactor Derived Scoring System,2016,Puse,positive
BasePaper,2016_24_3,Pancreatic cancer—critical examination of the Global Research Architecture and Recent Scientific Developments,2016,Puse,neutral
BasePaper,2016_52_6,Optimizing the Research Potentials of a University: the Case of the University of Port Harcourt,2016,Puse,neutral
BasePaper,2016_48_7,Penalty-based and other representations of economic inequality,2016,Puse,positive
BasePaper,2016_42_2,Validity of Basing Authors' Publication Strategy on Journal Impact Factors,2016,Puse,neutral
BasePaper,2016_51_3,Associations Between Academic Rank and Advanced Bibliometric Indices Among United States Academic Radiologists,2016,Puse,positive
BasePaper,2016_32_3,Performance benchmarks for scholarly metrics associated with fisheries and wildlife faculty,2016,Puse,positive
BasePaper,2016_14_3,Three novel indirect indicators for the assessment of papers and authors based on generations of citations,2016,Puse,neutral
BasePaper,2016_31_8,A multi-objective particle swarm optimization for the submission decision process,2016,Puse,positive
BasePaper,2016_38_1,Aspect-Level Influence Discovery from Graphs,2016,Puse,positive
BasePaper,2016_49_7,Comparative Study of Trace Metrics between Bibliometrics and Patentometrics,2016,Puse,positive
BasePaper,2016_2_4,Bibliometrics: tracking research impact by selecting the appropriate metrics,2016,Puse,positive
BasePaper,2016_41_10,Open Medicine Journal,2016,Puse,positive
BasePaper,2016_31_7,A triangular model for publication and citation statistics of individual authors,2016,Puse,positive
BasePaper,2016_29_7,A systematic literature review of multicriteria and multi-objective models applied in risk management,2016,Puse,positive
BasePaper,2016_21_5,A ranking of journals for the aspiring health economist,2016,Puse,positive
BasePaper,2016_22_8,Estado del indicador h5 en revistas colombianas de ingeniería,2016,Puse,positive
BasePaper,2016_25_4,The impact of college teaching on students' academic and labor market outcomes,2016,Puse,positive
BasePaper,2016_42_9,SCIENTIFIC OUTPUT ON CARDIOLOGY AND SPORT: RANKING OF JOURNALS (2010) AND EXCELLENCE,2016,Puse,positive
BasePaper,2016_48_2,RESEARCH ON QUALITY MANAGEMENT IN SOUTHEASTERN EUROPE: A BIBLIOMETRIC STUDY,2016,Puse,positive
BasePaper,2016_49_10,Trends in Literature About Emerging Adulthood: Review of Empirical Studies,2016,Puse,neutral
BasePaper,2016_5_8,Predicting the impact of scientific concepts using full?text features,2016,Puse,positive
BasePaper,2016_36_9,Publication Productivity for Academic Ophthalmologists and Academic Ophthalmology Departments in the United States: an Analytical Report,2016,Puse,neutral
BasePaper,2016_46_5,"Development of obstetrical and gynecological journals, 2007 to 2013: a trend analysis.",2016,Puse,neutral
