Source,Target,Title,Year,Rhetorics,
BasePaper,BasePaper,An index to quantify an individual's scientific research output,2012,--,--
BasePaper,2014_15_6,An insight into the importance of national university rankings in an international context: the case of the I-UGR rankings of Spanish universities,2014,Weak,negative
BasePaper,2014_41_4,Hidden Rationales behind Scientific Publication: a Case Study of Japanese Life Sciences,2014,Puse,positive
BasePaper,2014_54_5,A new Approach to Erd?s Collaboration Network using PageRank,2014,Puse,positive
BasePaper,2014_23_2,Sub-field normalization of the IEEE scientific journals based on their connection with Technical Societies,2014,Puse,positive
BasePaper,2014_24_10,A ten-year bibliometric analysis of the journal Review of Palaeobotany and Palynology (2003-2012),2014,Puse,positive
BasePaper,2014_6_1,Gender differences in promotion and scholarly impact: an analysis of 1460 academic ophthalmologists,2014,Puse,positive
BasePaper,2014_7_6,Which journal rankings best explain academic salaries? Evidence from the University of California,2014,Puse,positive
BasePaper,2014_45_3,Global research status in leading nuclear science and technology journals during 2001-2010: A bibliometric analysis based on ISI Web of Science,2014,Puse,positive
BasePaper,2014_67_9,Quantifying Complexity of Partially Ordered Sets,2014,Puse,neutral
BasePaper,2014_61_8,Early Stage Conversation Catalysts on Entertainment-Based Web Forums,2014,Puse,positive
BasePaper,2014_2_2,Identifying emerging topics in science and technology,2014,Puse,positive
BasePaper,2014_57_8,Journal Impact Factor-Applicability and Alternative Indices,2014,Puse,positive
BasePaper,2014_10_3,Independent publications from Serbia in the Science Citation Index Expanded: a bibliometric analysis,2014,Puse,neutral
BasePaper,2014_27_10,Scientometric approach of productivity in scholarly economics and business,2014,Puse,positive
BasePaper,2014_21_6,A multidimensional approach to academic productivity,2014,Puse,positive
BasePaper,2014_67_6,A Bibliometric Perspective on Defining External Resource Management (ERM) Research,2014,Puse,positive
BasePaper,2014_19_5,Cost-sensitive selective naive Bayes classifiers for predicting the increase of the h-index for scientific journals,2014,Puse,neutral
