Source,Target,Title,Year,Rhetorics,
BasePaper,BasePaper,An index to quantify an individual's scientific research output,2012,--,--
BasePaper,2013_46_8,Problems arising in evaluation of interdisciplinary scientific research for innovation,2013,Puse,positive
BasePaper,2013_12_4,Beyond words: Using nonverbal communication data in research to enhance thick description and interpretation,2013,Puse,positive
BasePaper,2013_9_7,Mining graph topological patterns: Finding covariations among vertex descriptors,2013,Puse,positive
BasePaper,2013_8_2,Influence of baseline left ventricular function on the clinical outcome of surgical ventricular reconstruction in patients with ischaemic cardiomyopathy,2013,Puse,neutral
BasePaper,2013_48_8,Flattening network data for causal discovery: What could go wrong?,2013,Puse,positive
BasePaper,2013_41_8,I Publish in I Edit?-Do Editorial Board Members of Urologic Journals Preferentially Publish Their Own Scientific Work?,2013,Puse,positive
BasePaper,2013_66_3,Comparing Simulations of Pedestrian Motion MPhys Project Report,2013,Puse,negative
BasePaper,2013_27_8,Leveraging social relevance: Using social networks to enhance literature access and microblog search,2013,Puse,positive
BasePaper,2013_60_8,INTERNATIONAL JOURNAL OF PURE AND APPLIED RESEARCH IN ENGINEERING AND TECHNOLOGY,2013,Puse,negative
BasePaper,2013_21_4,Socializing the h-index,2013,Puse,negative
BasePaper,2013_55_4,ICT in Business,2013,Puse,positive
BasePaper,2013_4_1,Gender disparities in research productivity among 9952 academic physicians,2013,Puse,neutral
BasePaper,2013_6_3,C-index: A weighted network node centrality measure for collaboration competence,2013,Puse,positive
BasePaper,2013_18_5,Assessing the accuracy of the h?and g?indexes for measuring researchers' productivity,2013,Puse,positive
BasePaper,2013_34_4,A relational approach to an algebraic community: from paul erd?s to he jifeng,2013,Puse,positive
BasePaper,2013_10_8,The Distribution of the H?index Among Academic Emergency Physicians in the United States,2013,Puse,positive
BasePaper,2013_24_5,Bibliometric indicators: why do we need more than one?,2013,Puse,neutral
BasePaper,2013_4_7,Gender disparity among US anaesthesiologists: are women underrepresented in academic ranks and scholarly productivity?,2013,Puse,neutral
BasePaper,2013_13_3,Arab world,2013,Puse,positive
BasePaper,2013_22_2,The suitability of h and g indexes for measuring the research performance of institutions,2013,Puse,negative
BasePaper,2013_46_6,The role of national university rankings in an international context: The case of the I-UGR Rankings of Spanish Universities,2013,Puse,positive
BasePaper,2013_3_8,On the predictability of future impact in science,2013,Puse,neutral
BasePaper,2013_12_2,A citation-analysis of economic research institutes,2013,Puse,positive
BasePaper,2013_2_2,"One fungus, one name: defining the genus Fusarium in a scientifically robust way that preserves longstanding use",2013,Puse,positive
BasePaper,2013_11_7,Global nanotribology research output (1996–2010): A scientometric analysis,2013,Puse,positive
BasePaper,2013_38_5,Revealing comparative advantages in the backbone of science,2013,Puse,negative
BasePaper,2013_36_8,Der Nutzen informetrischer Analysen und nicht-textueller Dokumentattribute für das Information Retrieval in digitalen Bibliotheken,2013,Puse,positive
BasePaper,2013_27_10,Gender bias and explanation models for the phenomenon of women's discriminations in research careers,2013,Puse,neutral
BasePaper,2013_1_7,Mining heterogeneous information networks: a structural analysis approach,2013,Puse,positive
BasePaper,2013_45_9,Profile and scientific production of Brazilian National Council of Technological and Scientific Development researchers in Pediatrics,2013,Puse,positive
BasePaper,2013_1_5,Leaving theory behind: Why simplistic hypothesis testing is bad for International Relations,2013,Puse,negative
BasePaper,2013_57_1,Assessment of the EPQ probability parameter for scientific articles publishing,2013,Puse,neutral
BasePaper,2013_51_3,An improved method for assessing the impact of management journals,2013,Puse,negative
BasePaper,2013_49_7,Research productivity and fellowship training in neurosurgery,2013,Puse,neutral
BasePaper,2013_10_6,Mapping biofuel field: a bibliometric evaluation of research output,2013,Puse,neutral
BasePaper,2013_11_5,The scholarly impact of CLEF (2000–2009),2013,Puse,positive
BasePaper,2013_14_7,The changing dynamics in citation index publication position China in a race with the USA for global leadership,2013,Puse,positive
BasePaper,2013_1_10,Citation analysis may severely underestimate the impact of clinical research as compared to basic research,2013,Puse,neutral
BasePaper,2013_56_3,Modeling Science using Social Media and Web Data,2013,Puse,positive
BasePaper,2013_49_3,What Affects Citation Counts in MIS Research Articles? An Empirical Investigation,2013,Puse,positive
BasePaper,2013_14_10,Enhancing the h index for the objective assessment of healthcare researcher performance and impact,2013,Puse,positive
BasePaper,2013_39_10,Variability of citation behavior between scientific fields and the normalization problem: The “citing-side” normalization in context,2013,Puse,positive
BasePaper,2013_28_6,Lifting the fog of scientometric research artifacts: On the scientometric analysis of environmental tobacco smoke research,2013,Puse,positive
BasePaper,2013_64_10,H-INDEX OF ASTROPHYSICISTS AT RAMAN RESEARCH INSTITUTE: PERFORMANCE OF DIFFERENT CALCULATORS,2013,Puse,positive
BasePaper,2013_30_8,The excess-tail ratio: correcting journal impact factors for citation distributions,2013,Puse,neutral
BasePaper,2013_67_6,Relative Positions of Countries in the World of Science,2013,Puse,positive
BasePaper,2013_3_3,Is there a relationship between National Institutes of Health funding and research impact on academic urology?,2013,Puse,positive
BasePaper,2013_24_9,"Building on and honoring forty years of PBL scholarship from Howard Barrows: A scientometric, large-scale data, and visualization-based analysis",2013,Puse,positive
BasePaper,2013_39_4,"The global university, the political economy of knowledge in Asia and the segmentation of China's higher education",2013,Puse,positive
BasePaper,2013_65_9,Competence,2013,Puse,positive
BasePaper,2013_13_7,Google Scholar and the h-index in biomedicine: The popularization of bibliometric assessment,2013,Puse,negative
BasePaper,2013_22_8,"OM3: Ordered Maxitive, Minitive, and Modular Aggregation Operators: Axiomatic Analysis under Arity-Dependence (I)",2013,Puse,positive
BasePaper,2013_28_7,Efficiency analysis of forestry journals: Suggestions for improving journals' quality,2013,Puse,positive
BasePaper,2013_11_3,Coauthorship and citation in scientific publishing,2013,Puse,negative
BasePaper,2013_65_4,Scientific Performance of the University of Ruhuna During 1999-2010 Based on the ISI WoS Database: A Scientometric Study,2013,Puse,neutral
BasePaper,2013_16_5,Experimenting with the partnership ability ?-index on a million computer scientists,2013,Puse,positive
