Source,Target,Title,Year,Rhetorics,
BasePaper,BasePaper,An index to quantify an individual's scientific research output,2011,--,--
BasePaper,2011_22_4,The Carbon_h-factor: predicting individuals' research impact at early stages of their career,2011,Puse,positive
BasePaper,2011_20_2,Trends in authorship order in biomedical research publications,2011,Puse,positive
BasePaper,2011_32_1,"ESTEEM INDICATORS: MEMBERSHIP IN EDITORIAL BOARDS OR HONORARY DOCTORATES-DISCUSSION OF"" QUANTITATIVE AND QUALITATIVE RANKINGS  …",2011,Puse,neutral
BasePaper,2011_7_10,Ranking scientists and departments in a consistent manner,2011,Puse,positive
BasePaper,2011_24_5,"Historical, conceptual, and methodological aspects of the publications of the Brazilian Symposium on Software Engineering: a systematic mapping study",2011,Puse,positive
BasePaper,2011_51_9,Two new scientometric indices for measurement of collaboration activities of departments and their researchers in academic institutions,2011,Puse,positive
BasePaper,2011_12_7,Mining typical features for highly cited papers,2011,Puse,positive
BasePaper,2011_18_6,A proposal for a first-citation-speed-index,2011,Puse,positive
BasePaper,2011_56_8,"Impact factors: locating, deciphering and understanding",2011,Puse,positive
BasePaper,2011_3_10,How has healthcare research performance been assessed? A systematic review,2011,Puse,positive
BasePaper,2011_18_8,Editorial: Quality is better than quantity when it comes to publications,2011,Puse,positive
BasePaper,2011_24_7,One hundred vascular surgery citation “classics” from the surgical literature,2011,Puse,neutral
BasePaper,2011_30_6,Who are the research disciples of an author? Examining publication recitation and oeuvre citation exhaustivity,2011,Puse,positive
BasePaper,2011_53_2,"Otolaryngology -- Head and Neck Surgery, http://oto. sagepub. Com",2011,Puse,positive
BasePaper,2011_21_10,How to measure the impact of chemistry on the small screen,2011,Puse,negative
BasePaper,2011_3_1,"Research output on primary care in Australia, Canada, Germany, the Netherlands, the United Kingdom, and the United States: bibliometric analysis",2011,Puse,neutral
BasePaper,2011_22_8,Comprehensive citation index for research networks,2011,Puse,positive
BasePaper,2011_21_2,Making sense of bibliometrics,2011,Puse,positive
BasePaper,2011_4_6,"Ranking disciplinary journals with the Google Scholar h-index: A new tool for constructing cases for tenure, promotion, and other professional decisions",2011,Puse,neutral
BasePaper,2011_25_2,"Re-use as Impact: How re-assessing what we mean by 'impact'can support improving the return on public investment, develop open research practice, and  …",2011,Puse,positive
BasePaper,2011_57_3,One more step...,2011,Puse,negative
BasePaper,2011_56_5,The Current Intellectual Property Debate: A Citation-Based Analysis.,2011,Puse,neutral
BasePaper,2011_30_7,Real-time geo influence in social networks,2011,Puse,positive
BasePaper,2011_62_9,Bibliometric analysis of international research in urban history (1973-2010),2011,Puse,neutral
BasePaper,2011_52_4,LAST 110 YEARS: ABIBLIOMETRIC ANALYSIS,2011,Puse,positive
BasePaper,2011_2_5,Soft OR comes of age—but not everywhere!,2011,Puse,positive
BasePaper,2011_44_4,Managing the health of early-stage discovery,2011,Puse,negative
BasePaper,2011_37_7,how to avoid the seven deadly sins of academic writing,2011,Puse,positive
BasePaper,2011_23_4,Evaluation metrics for biostatistical and epidemiological collaborations,2011,Puse,positive
BasePaper,2011_3_8,Rescaling citations of publications in physics,2011,Puse,negative
