Source,Target,Title,Year,Rhetorics,
BasePaper,BasePaper,An index to quantify an individual's scientific research output,2009,--,--
BasePaper,2009_5_6,A citation-based ranking of the business ethics scholarly journals,2009,Puse,positive
BasePaper,2009_21_6,Going much beyond the Durfee square: enhancing the h T index,2009,Puse,positive
BasePaper,2009_4_8,The h-index and its alternatives: An application to the 100 most prolific economists,2009,Puse,negative
BasePaper,2009_9_8,Social trust-aware recommendation system: A t-index approach,2009,Puse,negative
BasePaper,2009_16_3,Research on the evaluation of academic journals based on structural equation modeling,2009,Puse,positive
BasePaper,2009_7_9,Estimation of citation-based scholarly activity among radiation oncology faculty at domestic residency-training institutions: 1996–2007,2009,Puse,positive
BasePaper,2009_3_9,A proposal for calculating weighted citations based on author rank,2009,Puse,positive
BasePaper,2009_27_9,Systematic differences in impact across publication tracks at PNAS,2009,Puse,positive
BasePaper,2009_9_5,Research evaluation and citation analysis: key issues and implications,2009,Puse,positive
BasePaper,2009_32_7,Factors affecting citations: A comparison between Chinese and English journals in ecology.,2009,Puse,neutral
BasePaper,2009_5_9,Metrics or peer review? Evaluating the 2001 UK research assessment exercise in political science,2009,Puse,positive
BasePaper,2009_17_3,Rating research performance,2009,Puse,neutral
BasePaper,2009_8_3,"The Hirsch-index: a simple, new tool for the assessment of scientific output of individual scientists",2009,Puse,positive
BasePaper,2009_20_1,"An environment for building, exploring and querying academic social networks",2009,Puse,positive
BasePaper,2009_1_9,Applying centrality measures to impact analysis: A coauthorship network analysis,2009,Puse,positive
BasePaper,2009_20_7,H-index pathology: implications for medical researchers and practitioners,2009,Puse,positive
BasePaper,2009_14_8,Markets for reputation: Evidence on quality and quantity in academe,2009,Puse,positive
BasePaper,2009_32_8,Journals ranking and impact factors: How the performance of journals is measured,2009,Puse,neutral
BasePaper,2009_23_5,What's Wrong with Citation Counts?,2009,Puse,positive
BasePaper,2009_19_4,A student's guide to searching the literature using online databases,2009,Puse,positive
BasePaper,2009_7_4,Alzheimer's disease research: scientific productivity and impact of the top 100 investigators in the field,2009,Puse,positive
BasePaper,2009_4_7,New indices in scholarship assessment,2009,Puse,negative
BasePaper,2009_10_2,Assessing the quality of scientific conferences based on bibliographic citations,2009,Puse,positive
BasePaper,2009_7_1,Aspects of word frequencies,2009,Puse,positive
BasePaper,2009_9_2,An assessment of world-wide research productivity in production and operations management,2009,Puse,positive
BasePaper,2009_28_2,The role of international journals in legal/forensic medicine,2009,Puse,positive
BasePaper,2009_14_7,Research and Trends in Computer-assisted Language Learning during 1990-2008: Results of a Citation Analysis.,2009,Puse,neutral
BasePaper,2009_24_5,On the relation between Schubert's h-index of a single paper and its total number of received citations,2009,Puse,positive
BasePaper,2009_9_7,The stability of the h-index,2009,Puse,positive
BasePaper,2009_2_7,Simulating growth of the h?index,2009,Puse,positive
BasePaper,2009_17_6,"The impact factor for evaluating scientists: the good, the bad and the ugly",2009,Puse,positive
BasePaper,2009_15_4,Organizational institutionalism in the academic field in Brazil: social dynamics and networks,2009,Puse,positive
BasePaper,2009_13_6,The dynamic interest in topics within the biomedical scientific community,2009,Puse,neutral
BasePaper,2009_5_2,Assessing scholarly influence: Using the Hirsch indices to reframe the discourse,2009,Puse,positive
BasePaper,2009_18_10,ASGrid: autonomic management of hybrid sensor grid systems and applications,2009,Puse,positive
BasePaper,2009_9_6,Searching for rising stars in bibliography networks,2009,Puse,neutral
BasePaper,2009_18_6,Biomedical engineering and bibliometric indices for scientific quality,2009,Puse,negative
BasePaper,2009_15_5,An integrated approach to evaluate faculty members' research performance,2009,Puse,positive
