Source,Target,Title,Year,Rhetorics,
BasePaper,BasePaper,An index to quantify an individual's scientific research output,2007,--,--
BasePaper,2007_13_5,Multidimensional fuzzy integrals,2007,CoCoR0,neutral
BasePaper,2007_5_3,Playing the citations game,2007,Puse,positive
BasePaper,2007_3_8,What is the future of peer review? Why is there fraud in science? Is plagiarism out of control? Why do scientists do bad things? Is it all a case of:“All that is  …,2007,Puse,positive
BasePaper,2007_17_4,Academic Program Review University of New Mexico,2007,Puse,positive
BasePaper,2007_1_3,"Which h-index?—A comparison of WoS, Scopus and Google Scholar",2007,Puse,positive
BasePaper,2007_2_7,Using the h?index to rank influential British researchers in information science and librarianship,2007,Puse,positive
BasePaper,2007_4_1,Who is the” Platz-Hirsch “of the German Economics Profession?,2007,Puse,positive
BasePaper,2007_3_3,Usefulness of Hirsch'sh-index to evaluate scientific research in Spain,2007,Puse,positive
BasePaper,2007_16_10,0,2007,Puse,neutral
BasePaper,2007_1_10,Co-ranking authors and documents in a heterogeneous network,2007,Puse,positive
BasePaper,2007_14_7,Chinese Journal of Chemistry's Hirsch Index: A Case Study of 1995-2005.,2007,Puse,neutral
BasePaper,2007_3_2,The influence of missing publications on the Hirsch index,2007,Puse,positive
BasePaper,2007_1_6,Generalized Hirsch h-index for disclosing latent facts in citation networks,2007,Puse,positive
BasePaper,2007_3_4,"On the h-index, the size of the Hirsch core and Jin's A-index",2007,Puse,positive
BasePaper,2007_4_7,The political science 400: A 20-year update,2007,Puse,positive
BasePaper,2007_3_9,Convergent validation of peer review decisions using the h index: extent of and reasons for type I and type II errors,2007,Puse,positive
BasePaper,2007_10_3,Social metadata for the impact factor,2007,Puse,positive
BasePaper,2007_13_4,The problematic ratings game in modern science,2007,Puse,positive
BasePaper,2007_7_6,TOP?curves,2007,Puse,positive
BasePaper,2007_9_9,Focus and future of occupational health journals,2007,Puse,positive
BasePaper,2007_16_8,12th International Conference on High Pressure Semiconductor Physics (HPSP?12): Concluding remarks,2007,Puse,positive
BasePaper,2007_1_1,Impact of data sources on citation counts and rankings of LIS faculty: Web of Science versus Scopus and Google Scholar,2007,Puse,positive
BasePaper,2007_7_10,CiteSearch: next-generation citation analysis,2007,Puse,positive
BasePaper,2007_9_3,Distributions of the h-index and the g-index,2007,Puse,positive
BasePaper,2007_2_1,Scaling the h-index for different scientific ISI fields,2007,Puse,positive
BasePaper,2007_8_8,Selecting scientific papers for publication via citation auctions,2007,Puse,positive
BasePaper,2007_6_8,Elite scientists and the global brain drain,2007,Puse,positive
BasePaper,2007_16_2,Editor's,2007,Puse,positive
BasePaper,2007_6_7,Academic institutions in the United States and Canada ranked according to research productivity in the field of conservation biology,2007,Puse,neutral
BasePaper,2007_10_9,A scientometric method to analyze scientific journals as exemplified by the area of information science,2007,Puse,positive
BasePaper,2007_13_7,Bibliometrie zwischen Forschung und Dienstleistung,2007,Puse,positive
BasePaper,2007_14_4,Characterization of researchers in condensed matter physics using simple quantity based on h-index,2007,Puse,neutral
BasePaper,2007_11_9,Scientific indicators of productivity: Time for action,2007,Puse,positive
BasePaper,2007_10_10,Profiling topics on the Web for knowledge discovery,2007,Puse,positive
BasePaper,2007_11_2,Generalized h-index for revealing latent facts in social networks of citations,2007,Puse,positive
BasePaper,2007_16_1,in conversation with rU researchers: What makes a good scientist?,2007,Puse,positive
BasePaper,2007_11_7,Citation auctions as a method to improve selection of scientific papers,2007,Puse,positive
