Source,Target,Title,Year,Rhetorics,
BasePaper,BasePaper,An index to quantify an individual's scientific research output,2006,--,--
BasePaper,2006_7_3,Physics in Cuba: impact from Scientific publications,2006,Puse,positive
BasePaper,2006_1_1,Complex networks: Structure and dynamics,2006,Puse,neutral
BasePaper,2006_7_7,Autor Impact CUIDEN Citation. Relevant scientific trajectories and excellence in the Iberoamerican scientific space to travs Hirsch's h index,2006,Puse,neutral
BasePaper,2006_2_9,"A new era in citation and bibliometric analyses: Web of Science, Scopus, and Google Scholar",2006,Puse,positive
BasePaper,2006_2_1,On the h-index-A mathematical approach to a new measure of publication activity and citation impact,2006,Puse,positive
BasePaper,2006_3_2,Data-Centric Systems and Applications,2006,Puse,positive
BasePaper,2006_7_2,EVALUATION OF ARTICLES PUBLISHED IN MENDELEY AND CROSSREF IN RELATION TO THE GOOGLE SCHOLAR PAGES,2006,Puse,negative
BasePaper,2006_8_1,Dissemination Level,2006,Puse,positive
BasePaper,2006_1_5,Is it possible to compare researchers with different scientific interests?,2006,Puse,positive
BasePaper,2006_3_10,Towards a better list of citation superstars: compiling a multidisciplinary list of highly cited researchers,2006,Puse,positive
BasePaper,2006_5_5,Georg (e) Placzek: a bibliometric study of his scientific production and its impact,2006,Puse,positive
BasePaper,2006_6_6,Scientific production on tetrachloro-dibenzo-dioxins: A bibliometric study,2006,Puse,positive
BasePaper,2006_2_8,Gender differences in publication output: towards an unbiased metric of research performance,2006,Puse,positive
BasePaper,2006_2_4,An extension of the Hirsch index: Indexing scientific topics and compounds,2006,Puse,positive
BasePaper,2006_5_1,Introducing the h-index in telescope statistics,2006,Puse,positive
BasePaper,2006_4_5,Articles with authors affiliated to Brazilian institutions published from 1994 to 2003 with 100 or more citations: II-identification of thematic nuclei of excellence in …,2006,Puse,positive
BasePaper,2006_4_7,"First CytoJournal Peer-Reviewer's Retreat in 2006–Open access, peer-review, and impact factor",2006,Puse,positive
BasePaper,2006_3_8,Superiority of the $ h $-index over the Impact Factor for Physics,2006,Puse,positive
BasePaper,2006_4_6,"The impact of tourism knowledge: Google scholar, citations and the opening up of academic space",2006,Puse,positive
BasePaper,2006_3_9,"Open, fair, and free journal ranking for researchers",2006,Puse,positive
BasePaper,2006_2_5,A new Hirsch-type index saves time and works equally well as the original h-index,2006,Puse,positive
BasePaper,2006_6_2,On the Dynamics of the $ h-$ index in Complex Networks with Coexisting Communities,2006,Puse,neutral
BasePaper,2006_4_10,Bibliometrics as a research assessment tool: impact beyond the impact factor,2006,Puse,positive
BasePaper,2006_3_1,Hirsch-type indices for ranking institutions scientific research output,2006,Puse,positive
BasePaper,2006_7_8,Secure H-numbers,2006,Puse,positive
BasePaper,2006_7_5,INSTRUCTIONS ON THE ANNOTATION OF PDF FILES,2006,Puse,positive
BasePaper,2006_2_6,New developments related to the Hirsch index,2006,Puse,positive
BasePaper,2006_1_6,Journal status,2006,Puse,positive
BasePaper,2006_3_7,Articles with authors affiliated to Brazilian institutions published from 1994 to 2003 with 100 or more citations: I-the weight of international collaboration and the …,2006,Puse,negative
BasePaper,2006_6_7,A Statistic Study for the ADBIS Period 1994-2006.,2006,Puse,positive
BasePaper,2006_1_3,New developments related to the Hirsch index,2006,Puse,neutral
BasePaper,2006_1_10,An informetric model for the Hirsch-index,2006,Puse,positive
BasePaper,2006_1_9,The h index and career assessment by numbers,2006,Puse,positive
BasePaper,2006_1_4,A Hirsch-type index for journals,2006,Puse,positive
BasePaper,2006_2_2,Measures for measures,2006,Puse,positive
BasePaper,2006_7_1,Using time dependent citation rates (sales curves) for comparing scientific impacts,2006,Puse,negative
BasePaper,2006_3_6,Simple models and the corresponding h-and g-index,2006,Puse,positive
BasePaper,2006_7_9,The Hirsch's h-index. An update on the author's evaluation methods and their contributions in scientific publications,2006,Puse,positive
BasePaper,2006_1_2,Theory and practise of the g-index,2006,Puse,positive
BasePaper,2006_5_9,Web application to profiling scientific institutions through citation mining,2006,Puse,positive
BasePaper,2006_1_7,An improvement of the h-index: The g-index,2006,Puse,positive
BasePaper,2006_4_1,Use of bibliometric information to assist research policy making. A comparison of publication and citation profiles of Full and Associate Professors at a School of  …,2006,Puse,positive
BasePaper,2006_3_3,Are network motifs the spandrels of cellular complexity?,2006,Puse,positive
BasePaper,2006_4_2,Through a glass darkly,2006,Puse,negative
BasePaper,2006_2_10,h-index sequence and h-index matrix: Constructions and applications,2006,Puse,positive
BasePaper,2006_3_5,The h index: playing the numbers game,2006,Puse,positive
BasePaper,2006_3_4,Concentration of the most-cited papers in the scientific literature: analysis of journal ecosystems,2006,Puse,positive
BasePaper,2006_4_7_co1,Prestige is factored into journal ratings,2006,neutral,neutral
2006_3_9,2006_1_6,,2006,,
2006_4_6,2006_1_6,,2006,,
